Main_FPI,Related_FPI,Score,Direction,Necessity,Context_Usage,Extracted_Context_From_Related_FPI,Why_It_Is_Needed_For_Testcase_Generation,Confidence,Evidence,Feature_Path
2xA2B_Audio_Layout,A2B_Network_1_-_Master_to_Sub_0_-_Positive_wire_shorted_to_ground_(0xD81011),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Master_to_Sub_0_-_Positive_wire_shorted_to_ground_(0xD81011)/
2xA2B_Audio_Layout,A2B_Network_1_-_Master_to_Sub_0_-_Positive_wire_shorted_to_VBATT_(0xD81012),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Master_to_Sub_0_-_Positive_wire_shorted_to_VBATT_(0xD81012)/
2xA2B_Audio_Layout,A2B_Network_1_-_Master_to_Sub_0_-_Reverse_wires_or_wrong_port_(0xD81001),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Master_to_Sub_0_-_Reverse_wires_or_wrong_port_(0xD81001)/
2xA2B_Audio_Layout,A2B_Network_1_-_Master_to_Sub_0_-_Wires_shorted_together_(0xD8101A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Master_to_Sub_0_-_Wires_shorted_together_(0xD8101A)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1-_Defective_node_or_wrong_software_parameter_(0xD81494),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1-_Defective_node_or_wrong_software_parameter_(0xD81494)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1-_Positive_wire_shorted_to_ground_(0xD81411),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1-_Positive_wire_shorted_to_ground_(0xD81411)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1-_Reverse_wires_or_wrong_port_(0xD81401),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1-_Reverse_wires_or_wrong_port_(0xD81401)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_ground_(0xD81511),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_ground_(0xD81511)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_VBATT_(0xD81512),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_VBATT_(0xD81512)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1_-_Open_wires_or_wrong_port_(0xD81413),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1_-_Open_wires_or_wrong_port_(0xD81413)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_VBATT_(0xD81412),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_VBATT_(0xD81412)/
2xA2B_Audio_Layout,A2B_Network_1_-_Sub_0_to_Sub_1_-_Wires_shorted_together_(0xD8141A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1_-_Wires_shorted_together_(0xD8141A)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD82094),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD82094)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Negative_wire_shorted_to_ground_(0xD82111),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Negative_wire_shorted_to_ground_(0xD82111)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Negative_wire_shorted_to_VBATT_(0xD82112),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Negative_wire_shorted_to_VBATT_(0xD82112)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Open_wires_or_wrong_port_(0xD82013),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Open_wires_or_wrong_port_(0xD82013)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Positive_wire_shorted_to_ground_(0xD82011),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Positive_wire_shorted_to_ground_(0xD82011)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Positive_wire_shorted_to_VBATT_(0xD82012),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Positive_wire_shorted_to_VBATT_(0xD82012)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Reverse_wires_or_wrong_port_(0xD82001),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Reverse_wires_or_wrong_port_(0xD82001)/
2xA2B_Audio_Layout,A2B_Network_2_-_Master_to_Sub_0_-_Wires_shorted_together_(0xD8201A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Wires_shorted_together_(0xD8201A)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Defective_node_or_wrong_software_parameter_(0xD82494),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Defective_node_or_wrong_software_parameter_(0xD82494)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_ground_(0xD82511),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_ground_(0xD82511)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_VBATT_(0xD82512),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Negative_wire_shorted_to_VBATT_(0xD82512)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Open_wires_or_wrong_port_(0xD82413),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Open_wires_or_wrong_port_(0xD82413)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_ground_(0xD82411),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_ground_(0xD82411)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_VBATT_(0xD82412),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Positive_wire_shorted_to_VBATT_(0xD82412)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Reverse_wires_or_wrong_port_(0xD82401),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Reverse_wires_or_wrong_port_(0xD82401)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_0_to_Sub_1_-_Wires_shorted_together(0xD8241A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Wires_shorted_together(0xD8241A)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Defective_node_or_wrong_software_parameter_(0xD82894),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Defective_node_or_wrong_software_parameter_(0xD82894)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Negative_wire_shorted_to_ground_(0xD82911),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Negative_wire_shorted_to_ground_(0xD82911)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Negative_wire_shorted_to_VBATT_(0xD82912),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Negative_wire_shorted_to_VBATT_(0xD82912)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Open_wires_or_wrong_port_(0xD82813),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Open_wires_or_wrong_port_(0xD82813)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Positive_wire_shorted_to_ground_(0xD82811),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Positive_wire_shorted_to_ground_(0xD82811)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Positive_wire_shorted_to_VBATT_(0xD82812),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Positive_wire_shorted_to_VBATT_(0xD82812)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Reverse_wires_or_wrong_port_(0xD82801),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Reverse_wires_or_wrong_port_(0xD82801)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_1_to_Sub_2_-_Wires_shorted_together_(0xD8281A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Wires_shorted_together_(0xD8281A)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Defective_node_or_wrong_software_parameter_(0xD82C94),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Defective_node_or_wrong_software_parameter_(0xD82C94)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Negative_wire_shorted_to_ground_(0xD82D11),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Negative_wire_shorted_to_ground_(0xD82D11)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Negative_wire_shorted_to_VBATT_(0xD82D12),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Negative_wire_shorted_to_VBATT_(0xD82D12)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Open_wires_or_wrong_port_(0xD82C13),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Open_wires_or_wrong_port_(0xD82C13)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Positive_wire_shorted_to_ground_(0xD82C11),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Positive_wire_shorted_to_ground_(0xD82C11)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Positive_wire_shorted_to_VBATT_(0xD82C12),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Positive_wire_shorted_to_VBATT_(0xD82C12)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Reverse_wires_or_wrong_port_(0xD82C01),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Reverse_wires_or_wrong_port_(0xD82C01)/
2xA2B_Audio_Layout,A2B_Network_2_-_Sub_2_to_Sub_3_-_Wires_shorted_together_(0xD82C1A),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Wires_shorted_together_(0xD82C1A)/
2xA2B_Audio_Layout,A2B_Network_2_Configuration_($0528),-3,Upstream,Critical,"Precondition, Setup",A2B network configuration and topology,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_Configuration_($0528)/
