Main_FPI,Related_FPI,Score,Direction,Necessity,Context_Usage,Extracted_Context_From_Related_FPI,Why_It_Is_Needed_For_Testcase_Generation,Confidence,Evidence,Feature_Path
VFI-F164_Energy_Manettino,DMS_-_Ce_t_DebounceTimeDTC_($FE48),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_t_DebounceTimeDTC_($FE48)/
VFI-F164_Energy_Manettino,DMS_-_OVER_TEMPERATURE_(0xD90098),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_OVER_TEMPERATURE_(0xD90098)/
VFI-F164_Energy_Manettino,DTCFailureType  ($6082),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/DTCFailureType  ($6082)/
VFI-F164_Energy_Manettino,ECU_Time_first_DTC_detection_(EEPROM)  ($200B),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_first_DTC_detection_(EEPROM)  ($200B)/
VFI-F164_Energy_Manettino,ECU_time_stamps_from_KeyOn_(EEPROM)  ($2009),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/ECU_time_stamps_from_KeyOn_(EEPROM)  ($2009)/
VFI-F164_Energy_Manettino,ECU_time_stamps_from_KeyOn_(RAM)_($1009),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/ECU_time_stamps_from_KeyOn_(RAM)_($1009)/
VFI-F164_Energy_Manettino,ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C)/
VFI-F164_Energy_Manettino,Engine_Water_Temperature_($1032),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/Engine_Water_Temperature_($1032)/
VFI-F164_Energy_Manettino,External_temperature  ($1038),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/External_temperature  ($1038)/
VFI-F164_Energy_Manettino,Front_Camera_-_Internal_Temperature_($FE65),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/Front_Camera_-_Internal_Temperature_($FE65)/
VFI-F164_Energy_Manettino,"Front_Camera_-_Over_Temperature_(0x9103,_0x98)",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/Front_Camera_-_Over_Temperature_(0x9103,_0x98)/"
VFI-F164_Energy_Manettino,"HMI_CAN_Bus-off_(0xD001,_0x88)",-2,Upstream,High,"Setup, Activation",CAN bus communication for PWT_STATUS_2 signals; HMI display status for energy mode visualization,High priority upstream dependency,Confirmed,Important for VFI-F164_Energy_Manettino testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/HMI_CAN_Bus-off_(0xD001,_0x88)/"
VFI-F164_Energy_Manettino,"HMI_CAN_Missing_Message_(0xD001,_0x87)",-2,Upstream,High,"Setup, Activation",CAN bus communication for PWT_STATUS_2 signals; HMI display status for energy mode visualization,High priority upstream dependency,Confirmed,Important for VFI-F164_Energy_Manettino testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/HMI_CAN_Missing_Message_(0xD001,_0x87)/"
VFI-F164_Energy_Manettino,KeyOn_counter_(EEPROM)  ($200A),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/KeyOn_counter_(EEPROM)  ($200A)/
VFI-F164_Energy_Manettino,KeyOn_Counter_Status_(EEPROM)  ($200F),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/KeyOn_Counter_Status_(EEPROM)  ($200F)/
VFI-F164_Energy_Manettino,Left_Camera_-_Internal_Temperature_($FE71),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/Left_Camera_-_Internal_Temperature_($FE71)/
VFI-F164_Energy_Manettino,"Left_Camera_-_Over_Temperature_(0x9105,_0x98)",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/Left_Camera_-_Over_Temperature_(0x9105,_0x98)/"
VFI-F164_Energy_Manettino,Logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,Logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Diagnostics/Logic/
VFI-F164_Energy_Manettino,Logistic_Mode,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,Logistic_Mode testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Diagnostics/Logistic_Mode/
VFI-F164_Energy_Manettino,"NCL_-_Node_Absent_(0xD708,_0x87)_-_Climate Node",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/NCL_-_Node_Absent_(0xD708,_0x87)_-_Climate Node/"
VFI-F164_Energy_Manettino,"NCL_-_Node_Faulty_(0xD708,_0x86)_-_Climate Node",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/NCL_-_Node_Faulty_(0xD708,_0x86)_-_Climate Node/"
VFI-F164_Energy_Manettino,Rear_Camera_-_Internal_Temperature_($FE6B),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/Rear_Camera_-_Internal_Temperature_($FE6B)/
VFI-F164_Energy_Manettino,"Rear_Camera_-_Over_Temperature_(0x9104,_0x98)",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/Rear_Camera_-_Over_Temperature_(0x9104,_0x98)/"
VFI-F164_Energy_Manettino,Right_Camera_-_Internal_Temperature($FE77),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Diagnostics/Right_Camera_-_Internal_Temperature($FE77)/
VFI-F164_Energy_Manettino,"Right_Camera_-_Over_Temperature_(0x9106,_0x98)",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/Right_Camera_-_Over_Temperature_(0x9106,_0x98)/"
VFI-F164_Energy_Manettino,T_POWER_MANAGEMENT_($0503),-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Diagnostics/T_POWER_MANAGEMENT_($0503)/
VFI-F164_Energy_Manettino,"USB_C_-_Over_Temperature_(0x9033,_0x4B)",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_Diagnostics/USB_C_-_Over_Temperature_(0x9033,_0x4B)/"
VFI-F164_Energy_Manettino,AUS-0_Audio_settings_via_Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_HMI Software/AUS-0_Audio_settings_via_Diagnostics/
VFI-F164_Energy_Manettino,AUS-0__Audio_settings_via_Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_HMI Software/AUS-0__Audio_settings_via_Diagnostics/
VFI-F164_Energy_Manettino,Automatic_activation_(Profile_linked_to_a_key_or_Guest_profile),-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/Automatic_activation_(Profile_linked_to_a_key_or_Guest_profile)/
VFI-F164_Energy_Manettino,Availability_based_on_Key_Presence_in_cabin,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/Availability_based_on_Key_Presence_in_cabin/
VFI-F164_Energy_Manettino,Battery_Precondition_control_-_HMI_settings,2,Downstream,High,Verification,Energy mode visualization and E-Manettino position display; Battery management optimization based on energy mode,High priority downstream dependency,Confirmed,Battery_Precondition_control_-_HMI_settings testcase enhanced by VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/Battery_Precondition_control_-_HMI_settings/
VFI-F164_Energy_Manettino,Brightness_-Central_Display_-_HMI_settings,-2,Upstream,High,"Setup, Activation",HMI display status for energy mode visualization,High priority upstream dependency,Confirmed,Important for VFI-F164_Energy_Manettino testcase activation,SRS Export/SRS Export/SRS_HMI Software/Brightness_-Central_Display_-_HMI_settings/
VFI-F164_Energy_Manettino,Driver_Positions_Memories_Saving_logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,Driver_Positions_Memories_Saving_logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/Driver_Positions_Memories_Saving_logic/
VFI-F164_Energy_Manettino,ENG-1_Logic_of_access,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,ENG-1_Logic_of_access testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/ENG-1_Logic_of_access/
VFI-F164_Energy_Manettino,ENG-3_Download_log,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,ENG-3_Download_log testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/ENG-3_Download_log/
VFI-F164_Energy_Manettino,Keyboard,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/Keyboard/
VFI-F164_Energy_Manettino,Keyboards,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/Keyboards/
VFI-F164_Energy_Manettino,PFL-2_Profile-Key_Pairing,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/PFL-2_Profile-Key_Pairing/
VFI-F164_Energy_Manettino,PFL-8_Profile_Disconnection_from_key,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/PFL-8_Profile_Disconnection_from_key/
VFI-F164_Energy_Manettino,Power_Management,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/Power_Management/
VFI-F164_Energy_Manettino,SET-67-Long_Parking_- SOMEIP_Service_Logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,SET-67-Long_Parking_- SOMEIP_Service_Logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/SET-67-Long_Parking_- SOMEIP_Service_Logic/
VFI-F164_Energy_Manettino,SET-67-L_ong_Parking_- SOMEIP_Service_Logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,SET-67-L_ong_Parking_- SOMEIP_Service_Logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/SET-67-L_ong_Parking_- SOMEIP_Service_Logic/
VFI-F164_Energy_Manettino,SET-68_Battery_Precondition_control,2,Downstream,High,Verification,Battery management optimization based on energy mode,High priority downstream dependency,Confirmed,SET-68_Battery_Precondition_control testcase enhanced by VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/SET-68_Battery_Precondition_control/
VFI-F164_Energy_Manettino,SET-7_Keyboard_Layout,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/SET-7_Keyboard_Layout/
VFI-F164_Energy_Manettino,Settings_Logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,Settings_Logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/Settings_Logic/
VFI-F164_Energy_Manettino,Temperature_Unit_-_HMI_settings,-1,Upstream,Low,Constraint,HMI display status for energy mode visualization,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_HMI Software/Temperature_Unit_-_HMI_settings/
VFI-F164_Energy_Manettino,"Temperature - Sync_with_Rear_display,_Binnacle",-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,"SRS Export/SRS Export/SRS_HMI Software/Temperature - Sync_with_Rear_display,_Binnacle/"
VFI-F164_Energy_Manettino,VFI-f067-Driver_Seat_&_Steering_wheel_position_-_Sound_logic,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,VFI-f067-Driver_Seat_&_Steering_wheel_position_-_Sound_logic testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/VFI-f067-Driver_Seat_&_Steering_wheel_position_-_Sound_logic/
VFI-F164_Energy_Manettino,VFI-F192_External_temperature,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_HMI Software/VFI-F192_External_temperature/
VFI-F164_Energy_Manettino,VFI-F200_Dependence_on_vehicle_state_conditions,-3,Upstream,Critical,"Precondition, Setup",Vehicle state and energy mode availability,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_HMI Software/VFI-F200_Dependence_on_vehicle_state_conditions/
VFI-F164_Energy_Manettino,VFI-F601_Logistic_Mode,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,VFI-F601_Logistic_Mode testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_HMI Software/VFI-F601_Logistic_Mode/
VFI-F164_Energy_Manettino,VEH-F040_Key_Status,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F040_Key_Status/
VFI-F164_Energy_Manettino,VEH-F135_Tyre_Pressure_and_Temperature_Monitoring_System,-1,Upstream,Low,Constraint,System initialization and startup status,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F135_Tyre_Pressure_and_Temperature_Monitoring_System/
VFI-F164_Energy_Manettino,VEH-F148_Brakes_Temperature_Extimation,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F148_Brakes_Temperature_Extimation/
VFI-F164_Energy_Manettino,VEH-F175_Visualization_of_Vehicle_Performance,2,Downstream,High,Verification,Vehicle performance parameters based on energy mode,High priority downstream dependency,Confirmed,VEH-F175_Visualization_of_Vehicle_Performance testcase enhanced by VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F175_Visualization_of_Vehicle_Performance/
VFI-F164_Energy_Manettino,VEH-F192_External_Temperature_Management,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F192_External_Temperature_Management/
VFI-F164_Energy_Manettino,VEH-F231_Key_Indentification_Managment,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F231_Key_Indentification_Managment/
VFI-F164_Energy_Manettino,VEH-F516_Keyless_Ignition_Management,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F516_Keyless_Ignition_Management/
VFI-F164_Energy_Manettino,VEH-F601_Logistic_Mode_Power_Supply,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,VEH-F601_Logistic_Mode_Power_Supply testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F601_Logistic_Mode_Power_Supply/
VFI-F164_Energy_Manettino,VEH-PN001_Physical_needleAnalog_needle_management_on_Binnacle_(NQS),1,Downstream,Low,FailureCheck,Energy management system control and optimization,Optional downstream dependency,Probable,VEH-PN001_Physical_needleAnalog_needle_management_on_Binnacle_(NQS) testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-PN001_Physical_needleAnalog_needle_management_on_Binnacle_(NQS)/
VFI-F164_Energy_Manettino,Displays_Physical_Commands_for_Central_Display_-_Climate,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_System Architecture/Displays_Physical_Commands_for_Central_Display_-_Climate/
VFI-F164_Energy_Manettino,Displays_Physical_commands_for Rear_Display_-_Climate,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for VFI-F164_Energy_Manettino testcase,SRS Export/SRS Export/SRS_System Architecture/Displays_Physical_commands_for Rear_Display_-_Climate/
VFI-F164_Energy_Manettino,KEY-1_Keyboard,-3,Upstream,Critical,"Precondition, Setup",Ignition status and key position for E-Manettino activation,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/KEY-1_Keyboard/
VFI-F164_Energy_Manettino,Network_Topology_ _ _ _Network_Topology,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,Network_Topology_ _ _ _Network_Topology testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_System Architecture/Network_Topology_ _ _ _Network_Topology/
VFI-F164_Energy_Manettino,PMN-1_IDC_Power_Management,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/PMN-1_IDC_Power_Management/
VFI-F164_Energy_Manettino,Power_Management_-_Power_State_IDC_OFF,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/Power_Management_-_Power_State_IDC_OFF/
VFI-F164_Energy_Manettino,Power_Management_-_Power_State_IDC_Off_-_Full_Sleep,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/Power_Management_-_Power_State_IDC_Off_-_Full_Sleep/
VFI-F164_Energy_Manettino,Power_Management_-_Power_State_IDC_OFF_-_Suspend_to_RAM,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/Power_Management_-_Power_State_IDC_OFF_-_Suspend_to_RAM/
VFI-F164_Energy_Manettino,Power_Management_-_Power_State_IDC_ON,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements for E-Manettino,Critical upstream dependency for testcase preconditions,Confirmed,Required for VFI-F164_Energy_Manettino testcase setup,SRS Export/SRS Export/SRS_System Architecture/Power_Management_-_Power_State_IDC_ON/
VFI-F164_Energy_Manettino,RAD-21_Station_LogoAlbum_Cover_Art,1,Downstream,Low,FailureCheck,General energy mode context,Optional downstream dependency,Probable,RAD-21_Station_LogoAlbum_Cover_Art testcase optionally uses VFI-F164_Energy_Manettino context,SRS Export/SRS Export/SRS_Tuner/RAD-21_Station_LogoAlbum_Cover_Art/
